country_region_code;country_region;sub_region_1;iso_3166_2_code;place_id;date;retail_and_recreation_percent_change_from_baseline;grocery_and_pharmacy_percent_change_from_baseline;parks_percent_change_from_baseline;transit_stations_percent_change_from_baseline;workplaces_percent_change_from_baseline;residential_percent_change_from_baseline
SV;El Salvador;Ahuachapán Department;SV-AH;ChIJT534gkiUYo8R7R2nffhF7Zc;2022-09-29;0;0;62;0;43;6
SV;El Salvador;Ahuachapán Department;SV-AH;ChIJT534gkiUYo8R7R2nffhF7Zc;2022-09-30;67;0;57;0;58;5
SV;El Salvador;Ahuachapán Department;SV-AH;ChIJT534gkiUYo8R7R2nffhF7Zc;2022-10-01;64;0;40;0;36;6
SV;El Salvador;Ahuachapán Department;SV-AH;ChIJT534gkiUYo8R7R2nffhF7Zc;2022-10-02;35;0;24;0;39;0
SV;El Salvador;Ahuachapán Department;SV-AH;ChIJT534gkiUYo8R7R2nffhF7Zc;2022-10-03;0;0;59;0;50;6
SV;El Salvador;Ahuachapán Department;SV-AH;ChIJT534gkiUYo8R7R2nffhF7Zc;2022-10-04;0;0;64;0;50;7
SV;El Salvador;Ahuachapán Department;SV-AH;ChIJT534gkiUYo8R7R2nffhF7Zc;2022-10-05;0;0;66;0;49;6
SV;El Salvador;Ahuachapán Department;SV-AH;ChIJT534gkiUYo8R7R2nffhF7Zc;2022-10-06;0;0;64;0;48;7
SV;El Salvador;Ahuachapán Department;SV-AH;ChIJT534gkiUYo8R7R2nffhF7Zc;2022-10-07;62;0;62;0;54;5
SV;El Salvador;Ahuachapán Department;SV-AH;ChIJT534gkiUYo8R7R2nffhF7Zc;2022-10-08;51;0;34;0;34;8
SV;El Salvador;Ahuachapán Department;SV-AH;ChIJT534gkiUYo8R7R2nffhF7Zc;2022-10-09;1;0;-11;0;34;0
SV;El Salvador;Ahuachapán Department;SV-AH;ChIJT534gkiUYo8R7R2nffhF7Zc;2022-10-10;-19;0;-20;0;-25;29
SV;El Salvador;Ahuachapán Department;SV-AH;ChIJT534gkiUYo8R7R2nffhF7Zc;2022-10-11;0;0;35;0;20;15
SV;El Salvador;Ahuachapán Department;SV-AH;ChIJT534gkiUYo8R7R2nffhF7Zc;2022-10-12;0;0;57;0;45;8
SV;El Salvador;Ahuachapán Department;SV-AH;ChIJT534gkiUYo8R7R2nffhF7Zc;2022-10-13;0;0;60;0;44;8
SV;El Salvador;Ahuachapán Department;SV-AH;ChIJT534gkiUYo8R7R2nffhF7Zc;2022-10-14;62;0;52;0;54;6
SV;El Salvador;Ahuachapán Department;SV-AH;ChIJT534gkiUYo8R7R2nffhF7Zc;2022-10-15;51;0;24;0;38;8
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-01-01;0;0;-27;0;-62;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-01-02;0;0;-17;0;-28;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-01-03;0;0;-21;0;-15;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-01-04;0;0;-18;0;-13;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-01-05;0;0;-14;0;-12;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-01-06;0;0;-13;0;-13;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-01-07;0;0;-14;0;-8;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-01-08;0;0;-25;0;-13;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-01-09;0;0;-17;0;-13;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-01-10;0;0;-22;0;-9;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-01-11;0;0;-13;0;-7;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-01-12;0;0;-12;0;-6;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-01-13;0;0;-15;0;-7;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-01-14;0;0;-17;0;-2;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-01-15;0;0;-23;0;-3;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-01-16;0;0;-20;0;-15;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-01-17;0;0;-22;0;-7;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-01-18;0;0;-23;0;-6;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-01-19;0;0;-18;0;-10;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-01-20;0;0;-20;0;-12;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-01-21;0;0;-23;0;-2;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-01-22;0;0;-25;0;-5;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-01-23;0;0;-27;0;-8;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-01-24;0;0;-26;0;-8;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-01-25;0;0;-26;0;-8;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-01-26;0;0;-17;0;-6;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-01-27;0;0;-21;0;-11;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-01-28;0;0;-23;0;-2;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-01-29;0;0;-26;0;-3;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-01-30;0;0;-24;0;-6;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-01-31;0;0;-28;0;-6;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-02-01;0;0;-23;0;-7;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-02-02;0;0;-17;0;-6;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-02-03;0;0;-23;0;-5;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-02-04;0;0;-25;0;3;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-02-05;0;0;-26;0;-5;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-02-06;0;0;-25;0;-11;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-02-07;0;0;-27;0;-2;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-02-08;0;0;-22;0;-2;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-02-09;0;0;-21;0;-5;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-02-10;0;0;-24;0;-5;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-02-11;0;0;-22;0;3;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-02-12;0;0;-23;0;-1;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-02-13;0;0;-17;0;-3;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-02-14;0;0;-20;0;2;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-02-15;0;0;-22;0;1;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-02-16;0;0;-19;0;1;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-02-17;0;0;-21;0;3;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-02-18;0;0;-20;0;10;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-02-19;0;0;-22;0;1;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-02-20;0;0;-19;0;-2;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-02-21;0;0;-25;0;5;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-02-22;0;0;-16;0;11;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-02-23;0;0;-11;0;10;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-02-24;0;0;-13;0;6;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-02-25;0;0;-14;0;13;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-02-26;0;0;-17;0;2;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-02-27;0;0;-15;0;-4;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-02-28;0;0;-17;0;10;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-03-01;0;0;-15;0;8;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-03-02;0;0;-4;0;10;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-03-03;0;0;-7;0;8;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-03-04;0;0;-6;0;16;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-03-05;0;0;-9;0;9;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-03-06;0;0;-11;0;0;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-03-07;0;0;-8;0;13;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-03-08;0;0;-2;0;15;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-03-09;0;0;4;0;14;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-03-10;0;0;-1;0;16;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-03-11;0;0;-1;0;23;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-03-12;0;0;-9;0;14;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-03-13;0;0;-4;0;1;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-03-14;0;0;-6;0;20;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-03-15;0;0;-3;0;19;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-03-16;0;0;2;0;18;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-03-17;0;0;-1;0;17;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-03-18;0;0;0;0;26;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-03-19;0;0;-7;0;11;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-03-20;0;0;2;0;3;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-03-21;0;0;0;0;18;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-03-22;0;0;1;0;17;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-03-23;0;0;11;0;17;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-03-24;0;0;0;0;14;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-03-25;0;0;3;0;21;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-03-26;0;0;-2;0;14;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-03-27;0;0;-1;0;9;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-03-28;0;0;0;0;15;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-03-29;0;0;-2;0;19;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-03-30;0;0;0;0;15;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-03-31;0;0;-3;0;15;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-04-01;0;0;-2;0;24;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-04-02;0;0;-7;0;10;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-04-03;0;0;0;0;0;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-04-04;0;0;-2;0;11;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-04-05;0;0;-2;0;17;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-04-06;0;0;6;0;13;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-04-07;0;0;6;0;11;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-04-08;0;0;3;0;22;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-04-09;0;0;-7;0;9;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-04-10;0;0;5;0;4;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-04-11;0;0;-1;0;-17;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-04-12;0;0;6;0;-18;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-04-13;0;0;17;0;-18;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-04-14;0;0;30;0;-32;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-04-15;0;0;31;0;-52;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-04-16;0;0;2;0;-41;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-04-17;0;0;0;0;-3;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-04-18;0;0;-6;0;-18;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-04-19;0;0;1;0;11;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-04-20;0;0;3;0;8;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-04-21;0;0;0;0;8;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-04-22;0;0;-4;0;18;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-04-23;0;0;-8;0;7;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-04-24;0;0;-6;0;3;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-04-25;0;0;-6;0;15;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-04-26;0;0;-4;0;16;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-04-27;0;0;-1;0;9;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-04-28;0;0;2;0;8;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-04-29;0;0;-3;0;13;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-04-30;0;0;-8;0;4;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-05-01;0;0;4;0;-4;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-05-02;0;0;-9;0;10;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-05-03;0;0;-3;0;10;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-05-04;0;0;-3;0;9;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-05-05;0;0;-4;0;9;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-05-06;0;0;-10;0;17;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-05-07;0;0;-10;0;7;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-05-08;0;0;-2;0;-5;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-05-09;0;0;1;0;13;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-05-10;0;0;6;0;-34;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-05-11;0;0;6;0;9;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-05-12;0;0;0;0;9;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-05-13;0;0;0;0;21;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-05-14;0;0;-3;0;7;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-05-15;0;0;0;0;-3;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-05-16;0;0;-4;0;12;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-05-17;0;0;-2;0;13;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-05-18;0;0;4;0;12;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-05-19;0;0;-3;0;9;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-05-20;0;0;-3;0;19;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-05-21;0;0;-11;0;5;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-05-22;0;0;-3;0;-6;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-05-23;0;0;-5;0;12;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-05-24;0;0;0;0;17;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-05-25;0;0;1;0;11;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-05-26;0;0;-6;0;11;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-05-27;0;0;-11;0;20;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-05-28;0;0;-11;0;7;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-05-29;0;0;-15;0;0;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-05-30;0;0;-10;0;15;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-05-31;0;0;-2;0;16;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-06-01;0;0;-1;0;12;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-06-02;0;0;-1;0;13;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-06-03;0;0;-4;0;19;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-06-04;0;0;-13;0;8;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-06-05;0;0;-17;0;-5;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-06-06;0;0;-11;0;8;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-06-07;0;0;-4;0;10;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-06-08;0;0;1;0;9;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-06-09;0;0;-2;0;12;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-06-10;0;0;-7;0;20;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-06-11;0;0;-16;0;4;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-06-12;0;0;-8;0;-4;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-06-13;0;0;-8;0;9;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-06-14;0;0;-9;0;8;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-06-15;0;0;2;0;7;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-06-16;0;0;-1;0;8;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-06-17;0;0;1;0;-20;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-06-18;0;0;-14;0;5;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-06-19;0;0;-13;0;-1;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-06-20;0;0;-8;0;-1;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-06-21;0;0;-7;0;2;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-06-22;0;0;2;0;-5;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-06-23;0;0;0;0;-1;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-06-24;0;0;-1;0;2;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-06-25;0;0;-12;0;4;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-06-26;0;0;-5;0;-1;0
SV;El Salvador;Cabañas Department;SV-CA;ChIJh_-eGbBCY48RQ-BRDOCiMV8;2022-06-27;0;0;5;0;17;0
